,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,2.0,3.0,1.0,0.0,2.0,0.0,52.0,1.0,6.0,0.0,2.0,8.0,0.0
fontforge.csv,3.0,2.0,0.0,0.0,2.0,3.0,52.0,0.0,1.0,0.0,2.0,5.0,10.0
gmerlin.csv,0.0,0.0,2.0,0.0,0.0,10.0,17.0,5.0,6.0,0.0,7.0,0.0,0.0
hatari.csv,2.0,2.0,0.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0,7.0,3.0,0.0
jcl.csv,0.0,2.0,1.0,0.0,0.0,5.0,52.0,0.0,132.0,0.0,0.0,2.0,0.0
ltp.csv,5.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,115.0,3.0,6.0
net-snmp.csv,0.0,8.0,4.0,2.0,0.0,0.0,22.0,5.0,8.0,0.0,2.0,2.0,1.0
opde.csv,0.0,8.0,0.0,0.0,0.0,1.0,52.0,0.0,16.0,0.0,4.0,1.0,6.0
powerfolder-.csv,0.0,0.0,2.0,2.0,0.0,9.0,52.0,1.0,4.0,3.0,4.0,1.0,9.0
qlc.csv,0.0,0.0,64.0,4.0,471.0,161.0,52.0,54.0,0.0,3.0,115.0,8.0,0.0
tcl.csv,1.0,0.0,1.0,0.0,1.0,13.0,21.0,5.0,15.0,0.0,10.0,7.0,0.0
wxstudio.csv,0.0,0.0,0.0,0.0,471.0,5.0,52.0,8.0,15.0,1.0,6.0,1.0,0.0
