,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.78,0.46,0.54,0.84,0.35,0.55,0.93,0.37,0.84,0.36,0.47,0.61,0.79
fontforge.csv,0.61,0.37,0.76,0.91,0.35,0.51,0.69,0.52,0.59,0.42,0.41,0.92,0.64
gmerlin.csv,0.62,0.4,0.83,0.52,0.71,0.62,0.5,0.3,0.66,0.41,0.39,0.63,0.65
hatari.csv,0.42,0.48,0.61,0.47,0.67,0.48,0.53,0.48,0.47,0.36,0.39,0.65,0.69
jcl.csv,0.75,0.9,0.83,0.89,0.97,0.96,0.87,0.5,0.75,0.95,0.92,0.91,0.9
ltp.csv,0.89,0.48,0.86,0.91,0.45,0.93,0.88,0.5,0.94,0.75,0.0,0.86,0.88
net-snmp.csv,0.55,0.58,0.61,0.47,0.68,0.6,0.48,0.61,0.6,0.53,0.58,0.43,0.5
opde.csv,0.94,0.48,0.92,0.78,0.69,0.6,0.9,0.58,0.81,0.86,0.62,0.92,0.7
powerfolder-.csv,0.86,0.69,0.67,0.89,0.97,0.97,0.0,0.75,0.94,0.85,0.49,0.5,0.81
qlc.csv,0.67,0.75,0.0,0.8,0.0,0.67,0.0,0.0,0.93,0.8,0.67,0.92,0.95
tcl.csv,0.56,0.45,0.83,0.7,0.69,0.75,0.59,0.5,0.68,0.53,0.58,0.62,0.61
wxstudio.csv,0.9,0.6,0.88,0.58,0.67,0.66,0.62,0.93,0.71,0.83,0.83,0.74,0.62
