,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.35,0.55,0.0,0.71,0.57,0.04,0.0,0.0,0.57,0.97,0.11,0.77,0.0,0.14,0.0
fontforge.csv,0.44,0.3,0.43,0.36,0.69,0.49,0.02,0.76,0.13,0.49,0.89,0.09,0.72,0.41,0.08,0.2
glas.csv,0.49,0.35,0.63,0.4,0.69,0.44,0.03,0.47,0.15,0.54,0.84,0.09,0.74,0.62,0.1,0.25
hannosset.csv,0.53,0.2,0.88,0.33,0.71,0.4,0.0,0.52,0.15,0.36,0.81,0.14,0.67,0.4,0.23,0.25
hatari.csv,0.44,0.37,0.62,0.36,0.71,0.47,0.02,0.42,0.14,0.49,0.94,0.09,0.71,0.42,0.08,0.22
jaolt.csv,0.53,0.38,0.65,0.33,0.69,0.44,0.03,0.52,0.22,0.61,0.88,0.11,0.78,0.38,0.05,0.2
ltp.csv,0.48,0.31,0.45,0.4,0.8,0.42,0.0,0.45,0.13,0.56,0.89,0.14,0.67,0.36,0.09,0.23
mia.csv,0.55,1.0,0.5,0.33,0.5,0.57,0.05,0.58,0.11,0.48,0.98,0.22,0.92,0.25,0.0,0.23
net-snmp.csv,0.62,0.36,0.57,0.34,0.68,0.41,0.05,0.42,0.15,0.49,0.82,0.15,0.75,0.41,0.04,0.12
opde.csv,0.45,0.33,0.45,0.58,0.69,0.44,0.06,0.43,0.15,0.0,0.93,0.09,0.74,0.42,0.07,0.17
oppna-program-hsatools.csv,0.51,0.42,0.51,0.36,0.75,0.57,0.02,0.43,0.14,0.49,0.97,0.09,0.78,0.54,0.2,0.15
powerfolder-.csv,0.47,0.57,0.58,0.3,0.52,0.44,0.06,0.55,0.26,0.5,0.9,0.09,0.84,0.5,0.08,0.22
qlc.csv,0.0,0.44,0.0,0.37,0.73,0.58,0.09,0.0,0.22,0.56,1.0,0.09,0.89,0.5,0.1,0.07
quantlib.csv,0.45,0.27,1.0,0.0,0.69,0.23,0.0,0.44,0.05,0.49,0.67,0.18,0.56,0.0,0.0,0.39
tcl.csv,0.38,0.25,0.41,0.33,0.71,0.4,0.0,0.0,0.13,0.67,0.82,0.06,0.7,0.39,0.05,0.19
