,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,quantlib.csv
chipster.csv,0.0,0.48,0.38,0.0,0.91,0.59,1.0,0.0,0.0,0.33,0.32,0.06,0.6,0.0,0.17,0.0
fontforge.csv,0.98,0.94,0.93,1.0,1.0,0.77,1.0,0.79,0.94,1.0,0.74,0.94,0.86,0.95,1.0,0.96
glas.csv,0.88,0.87,0.59,0.4,0.87,0.83,1.0,0.92,0.83,0.72,0.76,0.72,0.77,0.65,0.83,0.71
hannosset.csv,0.59,0.13,0.24,0.04,0.53,0.27,0.0,0.5,0.44,0.1,0.16,0.17,0.11,0.11,0.83,0.17
hatari.csv,0.73,0.87,0.62,0.72,0.97,0.74,1.0,0.92,0.94,0.9,0.68,0.94,0.89,0.92,0.67,0.62
jaolt.csv,0.85,0.77,0.45,0.56,0.14,0.52,1.0,0.71,0.72,0.36,0.86,0.89,0.67,0.24,0.33,0.5
ltp.csv,0.29,0.71,0.86,0.76,0.75,0.73,0.0,0.58,0.61,0.62,0.66,0.72,0.56,0.43,1.0,0.79
mia.csv,0.39,0.26,0.38,0.68,0.03,0.24,1.0,0.62,0.5,0.9,0.42,0.56,0.15,0.03,0.0,0.29
net-snmp.csv,0.73,0.84,0.59,0.64,0.68,0.76,1.0,0.92,0.94,0.79,0.88,0.83,0.62,0.7,0.17,0.33
opde.csv,1.0,0.45,1.0,0.56,1.0,0.68,1.0,0.96,0.78,0.0,0.59,1.0,0.66,0.14,0.67,0.25
oppna-program-hsatools.csv,0.88,0.71,0.76,1.0,0.92,0.56,1.0,0.92,0.89,0.95,0.87,1.0,0.73,0.38,0.5,0.42
powerfolder-.csv,0.39,0.65,0.24,0.52,0.05,0.27,1.0,0.5,0.67,0.28,0.56,0.67,0.44,0.14,0.17,0.29
qlc.csv,0.0,0.87,0.0,0.6,0.8,0.44,1.0,0.0,0.72,0.79,0.31,0.72,0.33,0.11,0.17,0.04
quantlib.csv,1.0,0.13,0.14,0.0,1.0,0.14,0.0,1.0,0.06,1.0,0.15,0.22,0.07,0.0,0.0,0.75
tcl.csv,0.51,0.65,0.66,0.84,0.74,0.64,0.0,0.0,0.5,0.72,0.69,0.5,0.84,0.86,0.33,0.71
