,forester-atv.csv,adonthell.csv,chaperon.csv,yarp0.csv,pokenetonline.csv,gephex.csv,primefaces.csv,rcp-company-uibindings.csv
adonthell.csv,0.46,0.61,0.0,0.41,0.67,0.71,0.57,0.61
chaperon.csv,0.46,0.23,0.62,0.46,0.35,0.47,0.2,0.34
forester-atv.csv,0.76,0.03,0.57,0.19,0.67,0.13,0.0,0.5
gephex.csv,0.31,0.64,0.05,0.48,0.75,0.71,0.66,0.66
pokenetonline.csv,0.59,0.72,0.13,0.46,0.81,0.79,0.75,0.89
primefaces.csv,0.44,0.71,0.16,0.46,0.83,0.78,0.82,0.7
rcp-company-uibindings.csv,0.56,0.38,0.24,0.49,0.36,0.56,0.6,0.92
yarp0.csv,0.6,0.49,0.19,0.65,0.56,0.6,0.48,0.62
