,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.62,0.36,0.75,0.34
miranda-icq.csv,0.48,0.3,0.33,0.45
red5.csv,0.34,0.21,0.73,0.84
thrust.csv,0.52,0.36,0.45,0.44
