,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.63,0.26,0.27,0.57
miranda-icq.csv,0.56,0.22,0.39,0.44
red5.csv,0.75,0.23,0.25,0.41
thrust.csv,0.58,0.39,0.14,0.45
