,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,emeraldemu.csv,maya-work-in-progress.csv,unimrcp.csv,grafx2.csv,kindb.csv,kftpgrabber.csv,netatalk.csv,xmoto.csv
emeraldemu.csv,5.0,3.0,22.0,46.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0
grafx2.csv,51.0,2.0,57.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0
jahshakafx.csv,0.0,7.0,20.0,7.0,0.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
kftpgrabber.csv,7.0,13.0,52.0,29.0,0.0,3.0,2.0,14.0,2.0,2.0,0.0,1.0,0.0
kindb.csv,4.0,7.0,42.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0
maya-work-in-progress.csv,19.0,19.0,64.0,21.0,0.0,2.0,0.0,7.0,1.0,0.0,5.0,1.0,1.0
netatalk.csv,2.0,8.0,16.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0
nullc.csv,57.0,3.0,58.0,80.0,0.0,4.0,0.0,13.0,2.0,2.0,24.0,7.0,1.0
plee-the-bear.csv,100.0,3.0,0.0,1.0,0.0,7.0,0.0,14.0,2.0,2.0,7.0,1.0,1.0
reaper-ecad.csv,103.0,3.0,52.0,0.0,0.0,7.0,0.0,11.0,2.0,2.0,20.0,1.0,1.0
unimrcp.csv,1.0,0.0,19.0,0.0,0.0,5.0,78.0,0.0,0.0,0.0,3.0,51.0,1.0
unladen-swallow.csv,7.0,0.0,125.0,16.0,1.0,3.0,0.0,13.0,1.0,3.0,18.0,0.0,1.0
xmoto.csv,53.0,2.0,31.0,55.0,0.0,5.0,11.0,10.0,1.0,6.0,9.0,6.0,0.0
