,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.0,1.0,1.0,1.0,0.0,52.0,5.0,0.0,0.0,7.0
fritzing.csv,0.0,7.0,1.0,6.0,0.0,98.0,1.0,0.0,3.0,0.0
jlinalg.csv,0.0,7.0,1.0,1.0,0.0,113.0,20.0,8.0,2.0,9.0
knowledge.csv,0.0,12.0,0.0,1.0,0.0,255.0,5.0,5.0,3.0,3.0
massiv.csv,0.0,3.0,1.0,140.0,66.0,1.0,57.0,0.0,55.0,3.0
oscarmcmaster.csv,0.0,3.0,0.0,1.0,0.0,196.0,1.0,4.0,3.0,3.0
playerstage.csv,0.0,4.0,0.0,0.0,0.0,107.0,0.0,3.0,3.0,1.0
quarkplusplus.csv,0.0,11.0,1.0,0.0,0.0,82.0,7.0,7.0,0.0,5.0
rtrt-on-gpu.csv,0.0,17.0,1.0,2.0,0.0,194.0,1.0,1.0,6.0,4.0
superwaba.csv,0.0,1.0,1.0,1.0,0.0,54.0,1.0,2.0,0.0,5.0
