,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,oscarmcmaster.csv
amateur-scrolls.csv,0.55,0.42,0.6,0.49,0.7,0.03,0.12,0.57,0.64,0.23
fritzing.csv,0.79,0.57,0.72,0.57,0.91,0.02,0.15,0.28,0.59,0.41
jlinalg.csv,0.88,0.39,0.54,0.55,0.65,0.03,0.06,0.51,0.48,0.31
knowledge.csv,0.86,0.58,0.65,0.56,0.92,0.02,0.2,0.42,0.59,0.39
massiv.csv,0.25,0.39,0.44,0.0,0.0,0.32,0.0,0.56,0.0,0.25
oscarmcmaster.csv,0.6,0.61,0.68,0.61,0.82,0.02,0.15,0.52,0.42,0.36
playerstage.csv,0.58,0.53,0.72,0.73,0.89,0.02,0.14,0.58,0.52,0.4
quarkplusplus.csv,0.9,0.54,0.61,0.5,0.76,0.04,0.11,0.49,0.62,0.34
rtrt-on-gpu.csv,0.47,0.41,0.34,0.42,0.59,0.01,0.52,0.19,0.1,0.27
superwaba.csv,0.45,0.69,0.64,0.44,0.65,0.02,0.15,0.51,0.51,0.24
