,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.92,0.86,0.62,0.98,0.95,0.89,0.88,0.8,0.92,0.96
flylegacy.csv,0.39,0.44,0.38,0.4,0.41,0.67,0.41,0.35,0.4,0.52
jguard.csv,0.45,0.67,0.41,0.62,0.52,0.66,0.44,0.35,0.48,0.54
m-a-d-n-e-s-s.csv,0.69,0.64,0.75,0.6,0.47,0.48,0.5,0.55,0.65,0.88
mob-sen-plat.csv,0.43,0.36,0.46,0.53,0.57,0.48,0.5,0.4,0.43,0.59
raygina.csv,0.56,0.75,0.49,0.61,0.63,0.92,0.59,0.82,0.73,0.91
st-filteredstatistics.csv,0.37,0.88,0.53,0.44,0.74,0.43,0.4,0.33,0.41,0.57
upp-mirror.csv,0.57,0.75,0.55,0.45,0.45,0.79,0.92,0.53,0.57,0.81
wishmaster.csv,0.92,0.6,0.55,0.6,0.53,0.85,0.92,0.38,0.75,0.78
yarp.csv,0.94,0.79,0.95,0.99,0.94,0.93,0.78,0.86,0.96,0.67
