,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.16,0.1,0.47,0.95,0.31,0.21,0.07,0.37,0.16,0.36
flylegacy.csv,0.45,0.64,1.0,0.29,0.74,0.37,0.31,0.71,0.48,0.52
jguard.csv,0.49,0.46,0.74,0.27,0.65,0.98,0.29,0.78,0.42,0.51
m-a-d-n-e-s-s.csv,0.44,0.34,0.39,0.19,0.53,0.44,0.35,0.56,0.96,0.18
mob-sen-plat.csv,0.46,1.0,0.65,0.24,0.41,0.56,0.17,0.61,0.46,0.46
raygina.csv,1.0,0.16,0.69,0.33,0.4,0.09,0.17,0.4,0.41,0.22
st-filteredstatistics.csv,0.55,0.29,0.55,0.24,0.34,0.46,0.25,1.0,0.41,0.31
upp-mirror.csv,0.5,0.16,0.5,0.31,1.0,0.27,0.23,0.59,0.42,0.38
wishmaster.csv,0.21,0.55,0.65,0.32,0.54,0.2,0.89,0.68,0.11,0.23
yarp.csv,0.29,0.43,0.36,0.15,0.2,0.34,0.11,0.17,0.21,0.98
