,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.15,0.47,0.27,0.0,0.31,0.27
libtorrent.csv,0.73,0.84,0.78,0.26,0.9,0.05
moviesandbox.csv,0.72,0.48,0.8,0.23,0.83,0.06
sigil.csv,0.75,0.62,0.84,0.34,0.89,0.07
xbg.csv,0.08,0.35,0.15,0.53,0.08,0.0
xtreemfs.csv,0.76,0.68,0.83,0.29,0.9,0.07
