,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.93,0.72,0.84,1.0,0.82,0.15
libtorrent.csv,0.75,0.3,0.76,0.59,0.87,1.0
moviesandbox.csv,0.51,0.71,0.47,0.73,0.45,0.64
sigil.csv,0.49,0.56,0.29,0.46,0.4,0.72
xbg.csv,0.96,0.84,0.93,0.25,0.97,1.0
xtreemfs.csv,0.74,0.5,0.49,0.54,0.27,0.69
