,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,163.0,179.0,90.5,70.5,99.0,556.5
libtorrent.csv,98.5,196.0,98.5,97.5,99.0,4479.0
moviesandbox.csv,98.5,195.0,98.5,97.5,99.0,2880.0
sigil.csv,98.5,93.5,98.5,97.5,98.5,2906.0
xbg.csv,88.5,197.0,258.5,97.5,98.5,510.5
xtreemfs.csv,98.5,197.0,98.5,97.5,99.0,3190.0
