,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.48,0.63,0.36,0.59,0.37
ingex.csv,0.51,0.44,0.54,0.51,0.58
jgnash.csv,0.43,0.51,0.33,0.43,0.33
openefm.csv,0.48,0.67,0.48,0.6,0.59
synecdoche.csv,0.49,0.44,0.89,0.94,0.55
