,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.52,0.34,0.23,0.79,0.46,0.36,0.3
jnode.csv,0.06,0.81,0.09,0.17,0.18,0.05,0.05
mcmc-jags.csv,0.42,0.13,0.92,0.49,0.55,0.54,0.64
metacosm.csv,0.51,0.67,0.38,0.07,0.31,0.33,0.74
miranda-icq.csv,0.42,0.53,0.59,0.47,0.61,0.52,0.53
quarkplusplus.csv,0.55,0.42,0.7,0.1,0.05,0.68,0.58
selenium.csv,0.7,0.61,0.58,0.21,0.57,0.33,0.75
