,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.76,0.8,0.88,0.33,0.73,0.92,0.75
jnode.csv,0.95,0.26,0.94,0.87,0.85,0.96,0.96
mcmc-jags.csv,0.87,0.98,0.16,0.78,0.79,0.81,0.67
metacosm.csv,0.59,0.67,0.67,0.95,0.75,0.72,0.37
miranda-icq.csv,0.68,0.71,0.76,0.74,0.52,0.62,0.71
quarkplusplus.csv,0.68,0.85,0.36,0.92,0.96,0.44,0.76
selenium.csv,0.45,0.67,0.48,0.86,0.62,0.73,0.51
