,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.52,0.52,0.48,0.27,0.28,0.25,0.49,0.25,0.11,0.27,0.26,0.47,0.61,0.76,0.79,0.48,0.05,0.56
archive-crawler.csv,0.65,0.42,0.54,0.34,0.19,0.36,0.55,0.61,0.12,0.39,0.33,0.53,0.55,0.66,0.71,0.67,0.0,0.55
customwars.csv,0.42,0.68,0.44,0.23,0.23,0.38,0.45,0.51,0.37,0.39,0.29,0.31,0.35,0.43,0.28,0.5,0.14,0.6
gbif-providertoolkit.csv,0.6,0.35,0.39,0.21,0.19,0.49,0.4,0.74,0.24,0.48,0.28,0.43,0.47,0.5,0.72,0.71,0.08,0.38
gss.csv,0.78,0.69,0.59,0.19,0.32,0.32,0.55,0.69,0.14,0.52,0.29,0.4,0.4,0.48,0.66,0.73,0.2,0.82
heekscad.csv,0.81,0.66,0.4,0.23,0.32,0.33,0.55,0.67,0.31,0.54,0.26,0.49,0.51,0.49,0.62,0.83,0.08,0.52
ikvm.csv,0.56,0.57,0.84,0.16,0.14,0.23,0.38,0.51,0.17,0.43,0.18,0.42,0.43,0.3,0.34,0.74,0.23,0.68
jaxen.csv,0.67,0.6,0.6,0.23,0.17,0.34,0.43,0.8,0.56,0.46,0.27,0.4,0.45,0.58,0.66,0.76,0.15,0.68
jcae.csv,0.56,0.43,0.39,0.44,0.33,0.41,0.39,0.15,0.3,0.56,0.35,0.49,0.39,0.42,0.42,0.44,0.05,0.57
levent.csv,0.54,0.0,0.0,0.27,0.0,0.29,0.52,0.76,0.15,0.5,0.25,0.32,0.6,0.58,0.77,0.0,0.0,0.7
nicepress.csv,0.68,0.6,0.22,0.08,0.34,0.36,0.43,0.79,0.13,0.74,0.3,0.43,0.49,0.54,0.72,0.63,0.06,0.34
pnotepad.csv,0.73,0.64,0.52,0.19,0.32,0.28,0.54,0.71,0.14,0.52,0.27,0.44,0.57,0.48,0.76,0.9,0.13,0.69
qcad2.csv,0.53,0.66,0.53,0.28,0.25,0.17,0.66,0.69,0.16,0.39,0.31,0.51,0.66,0.64,0.81,0.55,0.02,0.74
qedo.csv,0.11,0.26,0.4,0.12,0.11,0.23,0.07,0.45,0.07,0.2,0.08,0.21,0.21,0.06,0.14,0.69,0.36,0.45
quarkplusplus.csv,0.56,0.29,0.42,0.25,0.19,0.39,0.5,0.27,0.12,0.51,0.25,0.47,0.62,0.44,0.77,0.66,0.05,0.42
sigil.csv,0.68,0.58,0.57,0.4,0.32,0.38,0.59,0.68,0.19,0.41,0.29,0.54,0.54,0.68,0.85,0.67,0.04,0.63
xcsoar.csv,0.74,0.71,0.49,0.26,0.29,0.42,0.58,0.51,0.22,0.51,0.28,0.47,0.48,0.45,0.71,0.34,0.07,0.56
xuggle.csv,0.67,0.64,0.58,0.17,0.42,0.27,0.31,0.53,0.33,0.52,0.18,0.45,0.51,0.46,0.63,0.68,0.24,0.6
