,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.64,0.6,0.64,0.53,0.7,0.74,0.58,0.86,0.82,0.81,0.72,0.57,0.49,0.3,0.31,0.7,0.93,0.82
archive-crawler.csv,0.75,0.7,0.75,0.48,0.68,0.6,0.65,0.57,0.67,0.73,0.62,0.49,0.76,0.67,0.44,0.98,1.06,0.76
customwars.csv,0.73,0.42,0.67,0.67,0.85,0.52,0.65,0.65,0.21,0.71,0.62,0.77,0.76,0.95,0.83,0.67,0.76,0.57
gbif-providertoolkit.csv,0.97,0.89,0.94,0.7,0.91,0.38,0.81,0.66,0.35,0.87,0.63,0.61,0.8,0.63,0.82,1.05,0.89,1.06
gss.csv,0.38,0.51,0.72,0.99,0.46,0.82,0.54,0.52,0.64,0.55,0.82,0.76,0.71,1.0,0.49,0.44,0.65,0.28
heekscad.csv,0.34,0.44,0.81,0.6,0.45,0.65,0.5,0.57,0.29,0.69,0.77,0.53,0.6,0.68,0.53,0.72,0.89,0.64
ikvm.csv,0.9,0.7,0.19,0.73,0.97,0.9,0.92,0.77,0.61,0.71,0.83,0.89,0.94,0.84,1.01,0.86,0.51,0.96
jaxen.csv,0.96,0.88,0.54,0.77,0.83,0.82,0.85,0.75,0.1,0.82,0.91,0.9,0.8,0.93,0.77,0.94,0.73,0.87
jcae.csv,0.6,0.71,0.72,0.3,0.6,0.54,0.72,0.92,0.3,0.49,0.51,0.56,0.75,0.69,0.73,0.74,0.96,0.64
levent.csv,0.61,1.0,1.0,0.53,1.0,0.79,0.83,0.45,0.68,0.92,0.99,0.76,1.0,1.0,0.84,1.0,1.0,0.78
nicepress.csv,0.67,0.66,0.9,0.91,0.45,0.57,0.65,0.92,0.66,0.28,0.59,0.61,0.78,0.77,0.75,0.56,0.94,0.86
pnotepad.csv,0.41,0.74,0.93,1.0,0.44,0.92,0.59,0.58,0.76,0.68,0.96,0.69,0.66,1.0,0.46,0.19,0.79,0.58
qcad2.csv,0.63,0.44,0.62,0.53,0.59,0.84,0.37,0.52,0.53,0.7,0.75,0.65,0.72,0.8,0.45,0.64,1.1,0.71
qedo.csv,0.96,0.88,0.81,0.86,0.87,0.78,1.02,0.93,0.85,0.94,0.94,0.85,0.9,1.05,0.99,0.8,0.31,0.7
quarkplusplus.csv,0.6,0.82,0.81,0.67,0.74,0.59,0.64,0.85,0.87,0.56,0.67,0.57,0.47,0.68,0.41,0.83,0.97,0.84
sigil.csv,0.46,0.53,0.57,0.33,0.5,0.55,0.45,0.48,0.51,0.66,0.76,0.52,0.6,0.49,0.24,0.52,1.04,0.73
xcsoar.csv,0.4,0.37,0.62,0.57,0.66,0.46,0.49,0.67,0.39,0.55,0.75,0.77,0.64,0.79,0.42,0.79,0.93,0.67
xuggle.csv,0.58,0.76,0.54,1.01,0.35,0.75,0.77,0.67,0.27,0.54,0.78,0.66,0.73,0.93,0.52,0.5,0.51,0.66
