,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.0,0.9,0.58,0.13,0.31,0.5,0.25,0.29,0.3
gdis.csv,0.76,0.62,0.68,0.53,0.67,0.75,0.36,0.72,0.97
kml.csv,0.54,0.62,0.61,0.47,1.0,0.11,0.56,0.65,0.55
ppcboot.csv,0.59,0.6,0.55,0.98,0.66,0.36,0.58,0.84,0.57
repositorium.csv,0.34,0.49,0.27,0.44,0.35,0.93,0.18,0.42,0.54
rsyslog.csv,1.0,0.36,0.6,0.48,0.46,0.41,0.39,0.0,0.53
ultimairis.csv,0.35,0.58,0.47,0.21,0.35,0.31,0.95,0.53,0.32
wow-qrsk.csv,0.41,0.52,0.97,0.0,0.71,0.11,0.27,0.41,0.43
xbg.csv,0.0,0.1,0.16,0.11,0.04,0.41,0.11,1.0,0.0
