,rsyslog.csv,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,kml.csv,repositorium.csv,ultimairis.csv,xbg.csv,gdis.csv
acegisecurity.csv,0.52,0.8,0.61,0.57,0.45,0.93,0.89,0.67,0.38
gdis.csv,0.5,0.33,0.45,0.44,0.32,0.39,0.38,0.41,0.34
kml.csv,0.44,0.5,0.52,0.8,0.44,0.89,0.47,0.65,0.42
ppcboot.csv,0.59,0.41,0.51,0.77,0.41,0.52,0.56,0.49,0.52
repositorium.csv,0.78,0.57,0.83,0.52,0.69,0.9,0.94,0.68,0.51
rsyslog.csv,0.58,0.7,0.6,0.78,0.7,0.94,0.88,0.75,0.45
ultimairis.csv,0.8,0.46,0.47,0.98,0.7,0.82,0.8,0.48,0.72
wow-qrsk.csv,0.51,0.6,0.85,0.57,0.43,0.0,0.92,0.75,0.43
xbg.csv,0.0,0.89,0.98,0.95,0.0,0.89,0.89,0.88,0.0
