,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.82,0.38,0.0,0.37,0.56,0.62,0.0,0.17,0.32,0.21,0.32,0.53,0.41,0.72,0.45,0.0,0.46,0.48
bionote.csv,0.66,0.05,0.24,0.0,0.34,0.3,0.16,0.52,0.05,0.02,0.07,0.68,0.96,0.51,0.32,0.12,0.2,0.59
buddata-ebxml-registry.csv,0.0,0.13,0.51,0.0,0.21,0.13,0.09,0.17,0.13,0.4,0.13,0.17,0.65,0.09,0.81,0.0,0.93,0.3
bullet.csv,0.49,0.58,0.35,0.31,0.75,0.59,0.62,0.47,0.61,0.66,0.41,0.57,0.17,0.55,0.5,0.49,0.34,0.68
bulmages.csv,0.0,0.0,0.0,0.0,0.28,0.3,0.0,0.69,0.01,0.06,0.1,0.2,0.0,0.7,0.1,0.06,0.05,0.56
bwapi.csv,0.0,0.54,0.46,0.57,0.0,0.0,0.05,0.21,0.53,0.62,0.78,0.09,0.09,0.13,0.0,0.0,0.0,0.0
cubefs.csv,0.36,0.24,0.12,0.46,0.09,0.25,0.0,0.0,0.74,0.48,0.1,0.53,0.5,0.09,0.43,0.19,0.63,0.07
emisview.csv,0.02,0.05,0.48,0.7,0.32,0.36,0.0,0.17,0.36,0.06,0.07,0.48,0.54,0.09,0.2,0.26,0.38,0.13
java-gnome.csv,0.06,0.36,0.46,0.42,0.29,0.24,0.64,0.32,0.15,0.81,0.12,0.38,0.64,0.24,0.44,0.33,0.4,0.34
jgameai.csv,0.01,0.65,0.23,0.2,0.27,0.45,0.3,0.32,0.16,0.06,0.58,0.13,0.14,0.12,0.1,0.0,0.23,0.24
megasquirtavr.csv,0.0,0.3,0.64,0.28,0.56,0.49,0.13,0.55,0.0,0.0,0.48,0.49,0.42,0.3,0.46,0.0,0.0,0.13
mp-rechnungs-und-kundenverwaltung.csv,0.62,0.22,0.48,0.16,0.56,0.06,0.45,0.47,0.44,0.63,0.12,0.56,0.61,0.47,0.57,0.41,0.33,0.5
mptvseries.csv,0.53,0.18,0.35,0.47,0.28,0.69,0.57,0.46,0.33,0.0,0.2,0.53,0.65,0.53,0.2,0.62,0.23,0.37
oorexx.csv,0.43,0.34,0.55,0.61,0.66,0.46,0.53,0.64,0.24,0.22,0.45,0.48,0.42,0.56,0.35,0.46,0.44,0.63
somap.csv,0.58,0.46,0.17,0.65,0.35,0.32,0.09,0.33,0.6,0.24,0.55,0.35,0.47,0.24,0.85,0.72,0.0,0.17
tktoolkit.csv,0.19,0.22,0.18,0.09,0.76,0.48,0.52,0.43,0.52,0.58,0.23,0.59,0.09,0.66,0.51,0.53,0.62,0.4
xharbour.csv,0.79,0.47,0.72,0.58,0.4,0.61,0.64,0.58,0.0,0.39,0.41,0.63,0.78,0.61,0.0,0.0,0.51,0.55
