,xharbour.csv,jgameai.csv,megasquirtavr.csv,emisview.csv,bullet.csv,mptvseries.csv,tktoolkit.csv,bulmages.csv,cubefs.csv,java-gnome.csv,bwapi.csv,mp-rechnungs-und-kundenverwaltung.csv,bionote.csv,adobe-source.csv,somap.csv,duplicati.csv,buddata-ebxml-registry.csv,oorexx.csv
adobe-source.csv,0.42,0.6,1.0,0.51,0.67,0.1,0.01,0.18,0.91,0.88,0.28,0.48,0.42,0.16,0.83,1.0,0.75,0.48
bionote.csv,0.21,0.08,0.04,0.09,0.19,0.23,0.27,0.25,0.06,0.06,0.0,0.49,0.17,0.24,0.5,0.0,0.75,0.72
buddata-ebxml-registry.csv,1.0,0.97,0.82,1.0,0.95,0.97,0.98,0.96,0.97,0.88,0.97,0.96,0.73,0.98,0.5,1.0,0.0,0.92
bullet.csv,0.21,0.6,0.12,0.91,0.29,0.52,0.48,0.55,0.65,0.69,0.86,0.61,0.96,0.58,0.33,0.0,0.25,0.6
bulmages.csv,0.0,0.0,1.0,0.02,0.29,0.19,0.0,0.36,0.0,0.19,0.0,0.11,0.02,0.39,0.0,0.0,0.0,0.68
bwapi.csv,1.0,0.78,0.85,0.55,1.0,1.0,0.99,0.95,0.79,0.75,0.28,0.98,0.98,0.97,1.0,1.0,1.0,1.0
cubefs.csv,0.89,0.94,0.0,0.79,0.05,0.23,1.0,0.1,0.35,0.25,0.19,0.66,0.79,0.07,0.17,0.0,0.25,0.16
emisview.csv,0.0,0.16,0.3,0.32,0.24,0.29,0.0,0.05,0.56,0.19,0.17,0.45,0.25,0.04,0.0,0.0,0.25,0.12
java-gnome.csv,0.05,0.56,0.47,0.4,0.19,0.32,0.62,0.4,0.03,0.12,0.36,0.31,0.25,0.17,0.0,0.0,0.25,0.44
jgameai.csv,0.0,0.37,0.25,0.09,0.52,0.32,0.28,0.45,0.0,0.0,0.5,0.12,0.25,0.17,0.0,1.0,0.0,0.56
megasquirtavr.csv,1.0,0.92,0.14,0.92,0.62,0.42,0.97,0.68,1.0,1.0,0.64,0.78,0.85,0.42,0.83,1.0,1.0,0.24
mp-rechnungs-und-kundenverwaltung.csv,0.37,0.19,0.37,0.25,0.48,0.1,0.41,0.21,0.5,0.5,0.17,0.42,0.65,0.27,0.0,0.0,0.0,0.32
mptvseries.csv,0.05,0.17,0.1,0.19,0.14,0.26,0.41,0.34,0.35,0.06,0.17,0.46,0.21,0.34,0.5,0.0,0.0,0.2
oorexx.csv,0.21,0.41,0.71,0.4,0.38,0.29,0.44,0.46,0.29,0.31,0.64,0.34,0.25,0.46,0.17,0.0,0.25,0.48
somap.csv,0.63,0.83,0.96,0.7,0.9,0.68,0.98,0.91,0.59,0.94,0.78,0.9,0.81,0.94,0.0,0.0,1.0,0.96
tktoolkit.csv,0.16,0.37,0.16,0.98,0.38,0.84,0.16,0.69,0.79,0.44,0.94,0.67,0.98,0.69,0.17,0.0,0.0,0.88
xharbour.csv,0.05,0.83,0.63,0.66,0.43,0.45,0.52,0.62,1.0,0.25,0.72,0.67,0.46,0.66,1.0,1.0,0.75,0.76
