,selenium.csv,jnode.csv,mcmc-jags.csv,freebios.csv,miranda-icq.csv,quarkplusplus.csv,metacosm.csv
freebios.csv,0.51,0.03,0.18,0.78,0.25,0.4,0.64
jnode.csv,0.4,0.14,0.14,0.75,0.5,0.17,0.67
mcmc-jags.csv,0.56,0.03,0.68,0.44,0.26,0.5,0.55
metacosm.csv,0.62,0.03,0.5,0.4,0.39,0.62,0.76
miranda-icq.csv,0.6,0.05,0.34,0.4,0.39,0.52,0.48
quarkplusplus.csv,0.57,0.02,0.53,0.42,0.33,0.65,0.53
selenium.csv,0.69,0.05,0.62,0.41,0.32,0.53,0.59
