,migen.csv,acegisecurity.csv,openxava.csv,motu.csv,irrlicht.csv,truevision.csv,zoolib.csv,emite.csv
acegisecurity.csv,0.47,0.33,0.97,0.7,0.47,0.51,0.42,0.62
emite.csv,0.19,0.32,0.17,0.72,0.22,0.34,0.15,0.35
irrlicht.csv,1.0,1.0,1.0,1.0,0.51,1.0,0.98,1.0
migen.csv,0.28,0.46,0.97,0.26,0.24,0.06,0.1,0.2
motu.csv,0.79,0.63,0.98,0.24,0.49,0.58,0.66,0.72
openxava.csv,0.7,0.12,0.34,0.26,0.27,0.62,0.45,0.05
truevision.csv,0.19,0.38,0.57,0.33,0.45,0.23,0.31,0.3
zoolib.csv,0.21,0.27,0.05,0.61,0.31,0.21,0.23,0.5
