,playerstage.csv,aubit4gl.csv,massiv.csv,bibedt.csv,customwars.csv,quarkplusplus.csv,impala.csv,xinity.csv
aubit4gl.csv,5.0,0.0,561.0,4.0,1.0,3.0,7.0,0.0
bibedt.csv,0.0,101.0,87.0,0.0,5.0,2.0,12.0,3.0
customwars.csv,2.0,2.0,50.0,50.0,0.0,55.0,7.0,2.0
impala.csv,4.0,2.0,561.0,8.0,1.0,3.0,0.0,1.0
massiv.csv,140.0,101.0,0.0,50.0,111.0,55.0,207.0,0.0
playerstage.csv,0.0,2.0,92.0,0.0,4.0,0.0,2.0,1.0
quarkplusplus.csv,1.0,2.0,68.0,2.0,15.0,0.0,5.0,0.0
xinity.csv,2.0,0.0,171.0,5.0,6.0,3.0,5.0,0.0
