,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
columba.csv,0.35,0.24,0.3,0.32,0.51,0.32,0.0,0.49,0.6,0.82,0.94,0.3,0.62,0.8
encog-cs.csv,0.63,0.85,0.83,1.0,0.8,0.92,1.0,0.8,1.0,0.82,0.79,0.63,0.69,1.0
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flexpay.csv,0.22,0.3,0.13,0.18,0.9,0.12,0.25,0.33,0.2,0.29,0.69,0.43,0.23,0.0
fluent-nhibernate.csv,0.22,0.0,0.03,0.14,0.13,0.08,0.0,0.12,0.2,1.0,0.09,0.13,0.11,0.0
geochat.csv,0.22,0.12,0.23,0.53,0.79,0.16,0.25,0.24,0.4,0.29,0.84,0.97,0.69,0.8
gpsmid.csv,0.94,0.33,0.83,0.44,0.42,0.44,0.5,0.45,0.6,0.76,0.38,0.63,0.44,0.4
k3d.csv,0.04,0.0,0.9,0.08,0.08,0.0,0.0,0.04,0.0,0.12,0.04,0.07,0.1,0.0
m-a-d-n-e-s-s.csv,0.47,0.15,0.23,0.35,0.45,0.96,0.5,0.4,0.4,0.59,0.27,0.2,0.36,0.8
mob-sen-plat.csv,0.31,1.0,0.6,0.17,0.16,0.28,0.5,0.17,0.0,0.18,0.37,0.17,0.49,0.0
ninject.csv,0.31,0.0,0.03,0.14,0.17,0.08,0.5,0.11,1.0,0.41,0.32,0.13,0.1,0.0
uface.csv,0.82,0.79,0.87,0.59,0.74,0.88,1.0,0.67,1.0,0.65,0.78,0.93,0.99,0.2
v8.csv,0.67,0.97,0.97,0.42,0.52,1.0,0.5,1.0,0.6,0.82,0.56,1.0,0.56,0.2
