,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
columba.csv,0.71,0.8,0.74,0.71,0.65,0.74,1.02,0.69,0.44,0.33,0.06,0.81,0.41,0.4
encog-cs.csv,0.6,0.91,0.7,0.01,0.71,0.82,0.84,0.95,0.93,0.79,0.89,0.81,0.87,0.69
fido.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
flexpay.csv,0.8,0.76,0.88,0.84,0.1,0.9,1.0,0.82,0.82,0.73,0.82,0.69,0.85,1.0
fluent-nhibernate.csv,0.8,1.0,0.97,0.86,0.87,0.93,1.0,0.88,0.81,0.0,0.91,0.9,0.89,1.0
geochat.csv,0.85,0.89,0.78,0.56,0.88,0.87,1.11,0.76,0.99,0.94,0.99,0.03,1.01,0.49
gpsmid.csv,0.06,0.75,0.52,0.67,0.71,0.66,0.62,0.59,0.41,0.4,0.64,0.55,0.58,0.73
k3d.csv,0.96,1.0,0.1,0.92,0.92,1.0,1.0,0.96,1.0,0.88,0.96,0.93,0.9,1.0
m-a-d-n-e-s-s.csv,0.73,0.85,0.79,0.75,0.7,0.04,0.95,0.67,0.86,0.55,0.79,0.81,1.01,0.67
mob-sen-plat.csv,0.92,0.0,0.53,0.86,0.89,0.76,0.7,0.89,1.06,1.04,0.78,0.85,0.58,1.01
ninject.csv,0.69,1.0,0.97,0.86,0.84,0.92,0.65,0.9,0.0,0.6,0.71,0.88,0.9,1.02
uface.csv,0.66,0.73,0.76,0.61,0.78,0.89,0.76,0.63,0.64,0.72,0.76,0.78,0.01,0.95
v8.csv,0.36,0.95,0.98,0.68,0.6,0.98,0.57,0.0,0.44,0.41,0.5,0.9,0.45,0.9
