,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
columba.csv,0.61,0.62,0.17,0.47,0.2,0.31,0.0,0.94,0.23,0.23,0.98,0.19,0.88,0.18
encog-cs.csv,0.63,0.61,0.17,0.99,0.2,0.32,0.04,0.93,0.09,0.1,0.27,0.21,0.63,0.12
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flexpay.csv,0.58,0.62,0.11,0.34,1.0,0.23,0.01,0.92,0.08,0.14,0.27,0.25,0.57,0.0
fluent-nhibernate.csv,0.58,0.0,0.33,0.64,0.32,0.18,0.0,1.0,0.17,1.0,0.53,0.15,0.8,0.0
geochat.csv,0.46,0.57,0.2,0.49,0.16,0.24,0.01,0.98,0.04,0.05,0.26,1.0,0.59,0.15
gpsmid.csv,1.0,0.61,0.22,0.4,0.18,0.34,0.05,0.97,0.43,0.19,0.52,0.32,0.87,0.08
k3d.csv,1.0,0.0,1.0,0.62,0.25,0.0,0.0,1.0,0.0,0.15,1.0,0.33,0.85,0.0
m-a-d-n-e-s-s.csv,0.55,0.83,0.17,0.34,0.18,0.96,0.02,0.95,0.06,0.14,0.26,0.33,0.48,0.11
mob-sen-plat.csv,0.39,1.0,0.23,0.3,0.1,0.32,0.04,0.89,0.0,0.03,0.25,0.26,0.78,0.0
ninject.csv,1.0,0.0,0.06,0.82,0.24,0.33,0.04,0.96,1.0,0.32,0.43,0.19,0.92,0.0
uface.csv,0.62,0.65,0.16,0.42,0.17,0.29,0.05,0.95,0.12,0.09,0.31,0.27,1.0,0.04
v8.csv,0.85,0.63,0.14,0.4,0.23,0.3,0.06,1.0,0.23,0.18,0.5,0.25,0.94,0.04
