,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.0,0.48,0.83,0.52,0.0,0.89,0.89,0.97
aztec.csv,0.88,0.37,0.97,0.44,0.58,0.82,0.46,0.58
jbpm.csv,0.0,0.44,0.77,0.92,0.0,0.0,0.5,0.94
mediate.csv,0.79,0.87,0.68,0.53,0.48,0.67,0.5,0.58
mycila.csv,0.47,0.36,0.49,0.6,0.58,0.43,0.65,0.57
neodatis-odb.csv,0.6,0.72,0.54,0.76,0.91,0.83,0.86,0.74
nsis.csv,0.59,0.75,0.54,0.78,0.35,0.61,0.43,0.52
rodin-b-sharp.csv,0.7,0.0,0.95,0.0,0.76,0.47,0.67,0.69
