,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.0,0.7,0.18,0.23,0.0,0.11,0.11,0.16
aztec.csv,1.0,0.57,0.13,0.36,0.74,0.23,0.08,0.16
jbpm.csv,0.0,0.67,0.46,0.31,1.0,0.0,0.0,0.17
mediate.csv,0.93,0.53,0.2,0.4,0.69,0.0,0.21,0.2
mycila.csv,0.92,0.47,0.09,0.29,0.65,0.08,0.53,0.55
neodatis-odb.csv,0.9,0.48,0.15,0.6,0.73,0.0,0.43,0.18
nsis.csv,0.98,0.39,0.15,0.43,0.59,0.01,0.18,0.45
rodin-b-sharp.csv,1.0,0.0,0.26,0.0,0.43,0.06,0.33,0.77
