,nsis.csv,arsenal-1.csv,jbpm.csv,neodatis-odb.csv,mediate.csv,aztec.csv,mycila.csv,rodin-b-sharp.csv
arsenal-1.csv,0.0,0.26,0.18,0.34,0.0,0.03,0.19,0.15
aztec.csv,0.0,0.42,0.14,0.41,0.17,0.21,0.52,0.41
jbpm.csv,0.14,0.29,0.12,0.13,0.0,0.0,0.05,0.07
mediate.csv,0.14,0.23,0.38,0.63,0.43,0.01,0.52,0.52
mycila.csv,1.0,0.94,0.72,0.49,0.3,1.0,0.19,0.33
neodatis-odb.csv,0.43,0.42,0.72,0.24,0.1,0.02,0.1,0.45
nsis.csv,0.14,0.55,0.71,0.4,0.87,0.65,0.86,0.59
rodin-b-sharp.csv,0.0,0.0,0.04,0.0,0.4,0.88,0.05,0.14
