,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.29,0.35,0.07,0.07,0.47,0.45,0.2,1.0,0.11,0.0,0.44
ivatamasks.csv,0.82,0.76,0.62,1.0,0.59,0.28,0.58,0.53,0.64,0.34,0.6
java-gnome.csv,0.0,0.82,0.34,0.19,0.17,0.31,0.58,0.37,0.97,0.04,0.48
orc.csv,0.12,0.09,1.0,0.17,0.09,0.0,0.33,0.17,0.0,0.27,0.29
plato.csv,0.17,0.0,0.32,0.57,0.34,0.98,0.47,0.51,0.33,0.37,0.34
rodin-b-sharp.csv,0.58,0.41,0.29,0.13,0.05,0.32,0.97,0.05,0.78,0.0,0.11
tycho.csv,0.61,0.63,0.41,0.55,0.31,0.33,0.39,0.63,0.15,1.0,0.44
umber.csv,1.0,0.63,0.29,0.64,0.19,0.4,0.62,0.53,0.58,0.07,0.29
unicase.csv,0.77,0.78,0.65,0.52,0.44,0.6,0.63,0.54,0.63,0.04,0.99
vienna-add-in.csv,0.89,0.86,0.42,0.41,0.97,0.55,0.58,0.64,0.54,0.36,0.59
wpdev.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.57,0.62,0.0,0.0
