,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv
gwanted.csv,0.19,0.46,0.07,0.11,0.55,0.67,0.25,1.0,0.16,0.0,0.6
ivatamasks.csv,0.64,0.93,0.25,0.99,0.68,0.37,0.49,0.34,0.74,0.42,0.69
java-gnome.csv,0.0,0.88,0.18,0.28,0.23,0.42,0.53,0.32,0.98,0.05,0.57
orc.csv,0.06,0.12,1.0,0.23,0.63,0.81,0.35,0.14,0.0,0.36,0.65
plato.csv,0.13,0.88,0.13,0.65,0.74,0.99,0.51,0.26,0.44,0.68,0.78
rodin-b-sharp.csv,0.61,0.56,0.26,0.19,0.07,0.42,0.98,0.04,0.85,0.0,0.16
tycho.csv,0.46,0.73,0.15,0.71,0.37,0.44,0.33,0.42,0.21,1.0,0.79
umber.csv,0.97,0.73,0.12,0.72,0.27,0.51,0.51,0.36,0.83,0.11,0.38
unicase.csv,0.53,0.95,0.22,0.76,0.51,0.71,0.54,0.26,0.84,0.06,0.99
vienna-add-in.csv,0.68,0.91,0.12,0.76,0.98,0.69,0.49,0.32,0.77,0.65,0.68
wpdev.csv,0.41,1.0,0.19,0.81,0.8,0.89,0.53,0.34,0.9,0.71,0.84
