,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv,gisgraphy.csv
blogentis.csv,0.76,0.79,0.41,0.46,0.36,0.4,0.43,0.7,0.74,0.37,0.88,0.33,0.69
emulemorph.csv,0.17,0.06,0.17,0.19,0.32,0.0,0.34,0.07,0.29,0.2,0.0,0.47,0.0
gisgraphy.csv,0.0,0.0,0.23,0.22,0.12,0.1,0.38,0.1,0.18,0.2,0.07,0.05,0.23
jaxen.csv,0.84,0.91,0.6,0.53,0.81,0.8,0.89,0.1,0.84,0.78,0.14,0.77,0.71
jvcl.csv,0.06,0.01,0.21,0.08,0.32,0.0,0.11,0.33,0.31,0.22,0.04,0.48,0.19
m-m-m.csv,0.34,0.56,0.85,0.82,0.9,0.4,1.0,1.0,0.78,0.98,1.0,0.66,0.83
motu.csv,0.83,0.8,0.95,0.87,1.0,0.5,0.11,0.99,0.63,0.33,0.89,0.98,0.98
nh3d.csv,0.46,0.01,0.0,1.0,1.0,1.0,1.0,1.0,0.04,1.0,1.0,1.0,1.0
sarasvati.csv,0.23,0.45,0.57,0.27,0.54,0.2,0.26,0.96,0.25,0.48,0.87,0.23,0.62
wgs-assembler.csv,0.26,0.76,0.87,0.49,0.51,0.0,0.69,0.11,0.47,0.67,0.03,0.25,0.27
zabbix.csv,0.76,0.13,0.61,0.59,0.39,0.1,0.34,0.37,0.34,0.65,0.11,0.42,0.25
