,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,11.0,55.0,1.0,87.0,177.0,84.0
bullet.csv,0.0,1.0,14.0,0.0,3.0,0.0
openintents.csv,11.0,0.0,0.0,87.0,177.0,84.0
pokenetonline.csv,11.0,1.0,0.0,1.0,177.0,0.0
tktoolkit.csv,97.0,55.0,67.0,87.0,177.0,84.0
zealos.csv,1.0,55.0,1.0,87.0,177.0,84.0
