,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.76,0.55,0.85,0.88,0.9,0.75,0.85,0.9,0.87,0.76,0.9,0.38
dsworkbench.csv,0.76,0.08,0.04,0.06,0.2,0.06,0.46,0.1,0.4,0.11,0.0,0.72
gogoego.csv,0.22,0.51,0.54,0.41,0.1,0.62,1.0,0.4,0.79,0.65,0.24,0.7
jpaul.csv,0.84,0.58,0.02,0.94,0.35,0.0,0.08,0.0,0.09,0.04,0.0,0.0
loki-lib.csv,0.72,0.51,0.2,0.82,0.25,0.62,0.69,0.2,0.51,0.28,0.62,0.91
motu.csv,0.48,1.0,0.99,0.94,0.85,0.56,0.85,0.7,1.0,0.74,0.69,0.5
mp-rechnungs-und-kundenverwaltung.csv,0.14,0.43,0.36,0.82,0.05,0.19,0.23,0.2,0.66,0.24,0.17,0.17
rtrt-on-gpu.csv,0.42,0.3,0.69,0.18,0.3,0.38,0.31,0.6,0.55,0.22,0.24,0.78
scenemonitor.csv,0.86,0.71,0.17,0.71,0.75,0.5,1.0,0.3,0.68,0.61,0.1,0.57
xstore.csv,0.58,0.98,0.47,0.65,0.55,0.69,0.92,0.2,0.77,0.7,0.55,0.87
yarp0.csv,0.6,0.24,0.7,0.06,0.3,0.69,0.15,1.0,0.81,0.3,0.83,0.53
zemljanka.csv,0.96,0.88,0.96,0.94,0.95,0.88,0.92,1.0,0.96,0.96,0.48,0.8
