,f1,g,recall,precision,pf,wins
cleartk.csv,0.54,0.55,0.85,0.405,0.755,8
dsworkbench.csv,0.16,0.125,0.10500000000000001,0.46499999999999997,0.11,1
gogoego.csv,0.455,0.55,0.525,0.54,0.29500000000000004,10
jpaul.csv,0.095,0.07500000000000001,0.06,0.32,0.035,0
loki-lib.csv,0.425,0.485,0.565,0.405,0.405,5
motu.csv,0.52,0.515,0.7949999999999999,0.405,0.6599999999999999,7
mp-rechnungs-und-kundenverwaltung.csv,0.32,0.255,0.21500000000000002,0.75,0.055,6
rtrt-on-gpu.csv,0.355,0.39,0.345,0.365,0.38,2
scenemonitor.csv,0.45,0.575,0.645,0.54,0.525,9
xstore.csv,0.505,0.575,0.6699999999999999,0.445,0.395,11
yarp0.csv,0.45,0.375,0.565,0.37,0.41,4
zemljanka.csv,0.48,0.23500000000000001,0.945,0.36,0.94,3
