,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.75,0.51,0.14,0.46,0.78,0.79,0.72,0.96,0.76,0.54,0.87,1.0
dsworkbench.csv,0.19,0.06,0.0,0.0,0.09,0.13,0.26,0.17,0.33,0.05,0.04,0.56
gogoego.csv,0.19,0.27,0.36,0.17,0.03,0.39,0.67,0.23,0.68,0.32,0.11,0.33
jpaul.csv,0.88,0.48,0.0,0.32,0.28,0.0,0.11,0.0,0.07,0.0,0.0,0.0
loki-lib.csv,0.81,0.51,0.07,0.49,0.28,0.42,0.48,0.06,0.36,0.39,0.24,0.89
motu.csv,0.25,0.98,0.93,0.93,0.94,0.39,0.3,0.75,0.98,0.54,0.57,0.22
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.36,0.21,0.51,0.0,0.03,0.02,0.08,0.3,0.1,0.02,0.0
rtrt-on-gpu.csv,0.38,0.42,0.71,0.34,0.38,0.13,0.24,0.17,0.58,0.44,0.26,0.56
scenemonitor.csv,0.69,0.61,0.14,0.34,0.22,0.58,0.91,0.6,0.49,0.41,0.0,0.56
xstore.csv,0.38,0.9,0.36,0.41,0.28,0.63,0.89,0.23,0.68,0.22,0.35,1.0
yarp0.csv,0.69,0.17,0.86,0.22,0.47,0.21,0.35,0.9,0.67,0.24,0.85,0.11
zemljanka.csv,1.0,0.95,1.0,0.98,0.97,0.71,0.8,0.81,0.96,0.93,0.46,0.0
