,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.76,0.36,0.91,0.59,0.57,0.41,0.39,0.28,0.49,0.68,0.55,0.53
dsworkbench.csv,0.84,0.13,0.07,0.11,0.3,0.09,0.39,0.11,0.38,0.19,0.0,0.82
gogoego.csv,0.34,0.44,0.68,0.45,0.17,0.49,0.46,0.32,0.48,0.67,0.34,0.82
jpaul.csv,0.79,0.38,0.04,0.7,0.39,0.0,0.11,0.0,0.14,0.08,0.0,0.0
loki-lib.csv,0.73,0.33,0.34,0.55,0.29,0.48,0.41,0.27,0.44,0.35,0.62,0.93
motu.csv,0.62,0.4,0.94,0.45,0.51,0.45,0.58,0.26,0.48,0.67,0.53,0.66
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.34,0.52,0.54,0.1,0.3,0.35,0.25,0.57,0.36,0.29,0.29
rtrt-on-gpu.csv,0.55,0.23,0.77,0.18,0.32,0.44,0.29,0.5,0.39,0.27,0.29,0.87
scenemonitor.csv,0.83,0.4,0.29,0.56,0.71,0.35,0.38,0.14,0.5,0.62,0.19,0.72
xstore.csv,0.68,0.41,0.62,0.49,0.55,0.43,0.36,0.17,0.47,0.74,0.52,0.91
yarp0.csv,0.66,0.28,0.77,0.07,0.29,0.63,0.13,0.32,0.5,0.4,0.52,0.69
zemljanka.csv,0.84,0.37,0.92,0.44,0.54,0.49,0.39,0.34,0.47,0.69,0.44,0.89
