,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.75,0.85,0.61,0.6,0.29,0.68,0.84,1.0,0.62,0.61,0.69
google-gears.csv,0.64,0.61,0.48,0.34,0.12,0.23,0.69,0.85,0.47,0.3,0.65
grafx2.csv,0.73,0.83,0.63,0.54,0.12,0.4,0.66,0.81,0.64,0.58,0.81
kmess.csv,0.59,0.67,0.52,0.19,0.17,0.23,0.72,0.88,0.54,0.26,0.58
megameknet.csv,0.61,0.53,0.48,0.42,0.1,0.4,0.58,0.74,0.44,0.36,0.61
minig.csv,0.63,0.53,0.38,0.63,0.08,0.23,0.57,0.72,0.4,0.38,0.49
ns-3.csv,0.76,0.53,0.58,0.79,0.13,0.42,0.63,0.76,0.35,0.45,0.66
omseek.csv,0.82,0.0,0.68,0.42,0.29,0.37,0.78,0.94,0.65,0.48,1.0
quickfast.csv,0.68,0.55,0.51,0.46,0.11,0.26,0.62,0.77,0.45,0.43,0.82
sylpheed-claws.csv,0.66,0.53,0.69,0.44,0.11,0.26,0.63,0.76,0.46,0.38,0.59
xamj.csv,0.66,0.64,0.57,0.68,0.12,0.23,0.65,0.77,0.57,0.59,0.69
