,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.1,0.45,0.52,0.09,0.47,0.41,0.34,0.2,0.7,0.55,0.23
google-gears.csv,0.49,0.62,0.17,0.13,0.6,0.41,0.66,0.68,0.35,0.56,0.65
grafx2.csv,0.44,0.72,0.39,0.38,0.58,0.61,0.56,0.47,0.55,0.6,0.65
kmess.csv,0.23,0.06,0.34,0.09,0.57,0.15,0.66,0.07,0.55,0.38,0.18
megameknet.csv,0.46,0.0,0.09,0.53,0.4,0.66,0.38,0.35,0.53,0.66,0.56
minig.csv,0.29,0.3,0.41,0.73,0.33,0.57,0.3,0.2,0.12,0.69,0.41
ns-3.csv,0.65,0.13,0.68,0.38,0.43,0.6,0.46,0.5,0.12,0.4,0.65
omseek.csv,0.21,0.0,0.16,0.39,0.67,0.23,0.27,0.17,0.47,0.51,0.11
quickfast.csv,0.48,0.42,0.61,0.68,0.24,0.62,0.17,0.56,0.19,0.65,0.78
sylpheed-claws.csv,0.0,0.0,0.69,0.68,0.0,0.62,0.09,0.13,0.0,0.69,0.0
xamj.csv,0.55,0.65,0.67,0.46,0.52,0.21,0.58,0.57,0.56,0.68,0.66
