,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,aubit4gl.csv,pfaedit.csv,opensim4opencog.csv,jmol.csv,yaprm.csv,tktoolkit.csv,moving-pictures.csv,miranda-icq.csv,ipfilter.csv,zemljanka.csv,rockbox.csv
atlc.csv,0.66,0.29,0.5,0.61,0.61,0.55,0.98,0.77,0.58,0.61,0.65,0.61,0.58,0.55,0.45,0.62,0.6,0.6,0.69
aubit4gl.csv,0.57,0.49,0.63,0.51,0.61,0.35,0.5,0.37,0.98,0.58,0.34,0.27,0.54,0.57,0.33,0.54,0.13,0.43,0.48
ipfilter.csv,0.42,0.36,0.58,0.47,0.43,0.2,0.33,0.0,0.59,0.49,0.7,0.59,0.49,0.44,0.5,0.62,1.0,0.57,0.6
jmol.csv,0.53,0.43,0.09,0.61,0.29,0.09,0.0,0.36,0.17,0.0,0.39,1.0,0.3,0.17,0.71,0.17,0.21,0.36,0.36
liferea.csv,0.57,0.21,0.19,0.6,0.62,0.93,0.42,0.86,0.51,0.72,0.39,0.54,0.61,0.49,0.29,0.42,0.44,0.42,0.3
miranda-icq.csv,0.29,0.21,0.37,0.13,0.51,0.57,0.41,0.68,0.51,0.5,0.59,0.53,0.25,0.46,0.39,0.98,0.54,0.44,0.19
moving-pictures.csv,0.52,0.49,0.64,0.59,0.46,0.62,0.24,0.75,0.61,0.65,0.39,0.38,0.6,0.51,1.0,0.57,0.2,0.46,0.55
opensim4opencog.csv,0.18,0.0,0.2,0.05,0.17,0.0,0.17,0.0,0.24,0.02,0.97,0.46,0.23,0.16,0.05,0.23,0.16,0.1,0.06
pclasses.csv,0.04,1.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.06
pfaedit.csv,0.46,0.11,0.37,0.66,0.47,0.53,0.46,0.89,0.59,0.98,0.53,0.53,0.49,0.62,0.39,0.57,0.46,0.61,0.62
plearn.csv,0.97,0.54,0.2,0.43,0.25,0.18,0.35,0.83,0.61,0.18,0.26,0.58,0.38,0.39,0.48,0.43,0.55,0.5,0.29
psrchive.csv,0.18,0.21,0.0,0.13,0.94,0.1,0.0,0.38,0.44,0.38,0.26,0.19,0.1,0.26,0.21,0.18,0.18,0.29,0.13
re2c.csv,0.41,0.3,0.86,0.4,0.54,0.49,0.4,0.54,0.58,0.18,0.2,0.57,0.44,0.63,0.45,0.57,0.68,0.34,0.36
rockbox.csv,0.45,0.47,0.35,0.64,0.61,0.65,0.43,0.65,0.6,0.67,0.6,0.47,0.54,0.53,0.62,0.56,0.39,0.65,0.99
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tktoolkit.csv,0.09,0.3,0.0,0.18,0.25,0.18,0.2,0.0,0.35,0.3,0.2,0.45,0.19,0.93,0.42,0.2,0.29,0.26,0.06
tzod.csv,0.5,0.31,0.37,0.97,0.4,0.32,0.61,0.62,0.49,0.7,0.6,0.52,0.35,0.21,0.28,0.65,0.38,0.65,0.06
yaprm.csv,0.35,0.11,0.49,0.22,0.17,0.0,0.09,0.38,0.2,0.22,0.11,0.15,0.93,0.05,0.25,0.35,0.26,0.2,0.19
zemljanka.csv,0.13,0.27,0.09,0.17,0.0,0.0,0.0,0.0,0.09,0.0,0.05,0.0,0.13,0.0,0.42,0.13,0.0,1.0,0.0
