,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv
fceugc.csv,0.43,0.25,0.47,0.26,0.33,0.42,0.68,0.53,0.26,0.33
flexpay.csv,0.52,0.58,0.24,0.26,0.04,0.24,0.25,0.47,0.29,0.6
jstock.csv,0.2,0.29,0.33,0.14,0.02,0.05,0.07,0.21,0.13,0.2
keyczar.csv,0.1,0.62,0.11,0.26,0.69,0.35,0.16,0.3,0.32,0.33
modellus.csv,0.51,0.12,0.45,0.12,0.05,0.2,0.34,0.09,0.28,0.27
open-data-kit.csv,0.48,0.42,0.66,0.51,0.11,0.59,0.3,0.14,0.56,0.07
phet.csv,0.26,0.71,0.22,0.56,0.84,0.58,0.84,0.84,0.54,0.93
qtractor.csv,0.48,0.25,0.39,0.28,0.2,0.36,0.2,0.23,0.31,0.0
sumatrapdf.csv,0.8,0.71,0.84,0.86,0.18,0.5,0.59,0.58,0.77,0.53
synergyspace.csv,0.41,0.25,0.5,0.09,0.22,0.13,0.2,0.42,0.25,0.27
