,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv,jstock.csv,synergyspace.csv,keyczar.csv
fceugc.csv,0.56,0.53,0.71,0.54,0.56,0.79,0.74,0.66,0.96,0.6
flexpay.csv,0.88,0.77,0.57,0.89,0.94,0.56,0.67,0.49,0.89,0.87
jstock.csv,0.91,0.58,0.7,0.77,0.84,0.79,0.7,0.26,0.86,0.66
keyczar.csv,0.93,0.98,0.91,0.89,1.09,0.96,0.86,0.9,0.73,0.46
modellus.csv,0.89,0.48,0.62,0.63,0.52,0.31,0.42,0.7,0.68,0.86
open-data-kit.csv,0.8,0.49,0.72,0.67,0.59,0.61,0.42,0.41,0.92,0.94
phet.csv,0.47,0.85,0.95,0.91,1.08,0.94,0.96,0.89,0.85,0.93
qtractor.csv,0.88,0.33,0.62,0.55,0.49,0.43,0.44,0.59,0.69,0.96
sumatrapdf.csv,0.86,0.71,0.84,0.87,0.24,0.52,0.61,0.58,0.79,0.58
synergyspace.csv,0.8,0.76,0.73,0.86,0.47,0.6,0.7,0.68,0.4,0.74
