,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.98,0.38,0.44,0.0,0.44,0.3,0.3,0.3,0.35,0.52,0.47,0.77,0.31
apolloplayer.csv,0.26,0.93,0.46,0.95,0.23,0.55,0.15,0.46,0.17,0.51,0.48,0.23,0.26
auber.csv,0.38,0.57,0.59,0.0,0.52,0.57,0.62,0.46,0.53,0.54,0.55,0.49,1.0
irrlicht.csv,0.38,0.24,0.53,0.0,0.07,0.0,0.39,0.58,0.56,0.35,0.99,0.32,0.67
k3d.csv,0.1,0.38,0.34,0.0,0.04,0.18,0.92,0.22,0.0,0.1,0.13,0.0,0.05
nug.csv,0.54,0.57,0.99,0.96,0.35,0.52,0.27,0.62,0.0,0.59,0.5,0.0,0.21
owlapi.csv,0.04,0.05,0.0,0.0,0.24,0.02,0.0,0.23,0.04,1.0,0.04,0.0,0.01
ppcboot.csv,0.5,0.5,0.38,0.0,0.41,0.46,0.37,0.43,0.96,0.49,0.42,0.0,0.55
red5.csv,0.55,0.42,0.43,0.91,0.61,0.38,0.65,0.98,0.42,0.65,0.48,0.56,0.51
redshell.csv,0.21,0.0,0.24,0.0,0.57,1.0,0.47,0.26,0.3,0.57,0.48,0.62,0.64
utgb.csv,0.25,0.47,0.07,0.0,0.95,0.15,0.2,0.46,0.48,0.57,0.25,0.45,0.19
xreal.csv,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.02,0.0,0.0,0.04,1.0,0.0
