,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.03,0.68,0.68,1.1,0.65,0.75,0.86,0.78,0.81,0.78,0.84,0.39,0.86
apolloplayer.csv,0.96,0.08,0.6,0.22,0.83,0.6,1.01,0.66,0.96,0.81,0.84,0.9,0.78
auber.csv,0.72,0.63,0.68,1.12,0.64,0.72,0.61,0.72,0.61,0.62,0.65,0.82,0.02
irrlicht.csv,0.9,0.94,0.81,1.1,0.96,1.01,0.89,0.62,0.78,0.8,0.04,0.98,0.65
k3d.csv,0.93,0.68,0.71,1.0,0.97,0.89,0.1,0.84,1.0,0.92,0.9,1.0,0.96
nug.csv,0.68,0.69,0.03,0.18,0.7,0.69,0.8,0.61,1.0,0.59,0.73,1.04,0.89
owlapi.csv,0.97,0.96,1.0,1.0,0.81,0.98,1.0,0.82,0.97,0.0,0.97,1.0,0.99
ppcboot.csv,0.62,0.7,0.8,1.05,0.69,0.81,0.76,0.71,0.05,0.7,0.68,1.17,0.54
red5.csv,0.64,0.67,0.74,0.34,0.66,0.81,0.57,0.02,0.87,0.55,0.67,0.68,0.77
redshell.csv,0.95,1.0,0.94,1.37,0.77,0.0,0.84,0.95,0.92,0.74,0.67,0.75,0.73
utgb.csv,0.8,0.61,0.94,1.01,0.06,0.88,0.84,0.63,0.8,0.5,0.82,0.62,0.84
xreal.csv,1.0,1.0,1.0,1.0,0.97,0.96,1.0,0.98,1.0,1.0,0.97,0.0,1.0
