,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.99,0.38,0.39,0.0,0.49,0.41,0.14,0.36,0.37,0.23,0.65,0.12,0.34
apolloplayer.csv,0.09,0.96,0.48,0.02,0.29,0.68,0.06,0.51,0.69,0.24,0.72,0.03,0.34
auber.csv,0.21,0.37,0.45,0.0,0.55,0.77,0.29,0.51,0.55,0.29,0.66,0.04,0.99
irrlicht.csv,0.25,0.38,0.52,0.0,0.1,0.91,0.25,0.63,0.66,0.18,0.99,0.04,0.72
k3d.csv,0.08,0.36,0.43,0.0,0.06,0.26,0.95,0.28,0.69,0.14,0.19,0.0,0.09
nug.csv,0.23,0.35,0.97,0.02,0.43,0.68,0.18,0.67,0.69,0.31,0.62,0.0,0.24
owlapi.csv,0.05,0.07,0.0,0.0,0.31,0.04,0.0,0.3,0.06,1.0,0.06,0.0,0.03
ppcboot.csv,0.27,0.32,0.3,0.0,0.46,0.64,0.19,0.48,0.98,0.24,0.52,0.0,0.6
red5.csv,0.24,0.34,0.35,0.01,0.62,0.52,0.31,0.99,0.66,0.34,0.58,0.06,0.54
redshell.csv,0.25,0.38,0.5,0.0,0.65,1.0,0.26,0.67,0.69,0.26,0.58,0.07,0.75
utgb.csv,0.22,0.43,0.11,0.0,0.97,0.21,0.19,0.53,0.5,0.48,0.33,0.11,0.26
xreal.csv,0.0,0.0,0.0,0.0,0.05,0.07,0.0,0.05,0.0,0.0,0.06,1.0,0.0
