,agilitybook.csv,apolloplayer.csv,nug.csv,gotjava.csv,utgb.csv,redshell.csv,k3d.csv,red5.csv,ppcboot.csv,owlapi.csv,irrlicht.csv,xreal.csv,auber.csv
agilitybook.csv,0.0,3.0,0.0,490.0,0.0,0.0,26.0,0.0,0.0,34.0,0.0,14.0,5.0
apolloplayer.csv,9.0,0.0,0.0,84.0,4.0,0.0,35.0,0.0,0.0,34.0,0.0,58.0,0.0
auber.csv,43.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,28.0,0.0
irrlicht.csv,9.0,0.0,0.0,490.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,36.0,1.0
k3d.csv,8.0,2.0,0.0,490.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,183.0,0.0
nug.csv,9.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,183.0,1.0
owlapi.csv,5.0,4.0,52.0,490.0,1.0,0.0,205.0,2.0,1.0,0.0,0.0,183.0,0.0
ppcboot.csv,15.0,2.0,3.0,490.0,2.0,0.0,19.0,1.0,0.0,17.0,0.0,183.0,1.0
red5.csv,1.0,0.0,0.0,64.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,82.0,0.0
redshell.csv,9.0,0.0,0.0,490.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,18.0,1.0
utgb.csv,10.0,0.0,1.0,490.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,22.0,1.0
xreal.csv,282.0,102.0,52.0,490.0,1.0,0.0,205.0,0.0,236.0,155.0,0.0,0.0,121.0
