,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.58,0.95,0.6,0.94,0.77,0.99,0.0,0.68,0.83,0.9
fritzing.csv,0.69,0.77,0.57,0.89,0.53,0.91,0.0,0.73,0.69,0.95
jlinalg.csv,0.51,0.65,0.45,0.41,0.42,0.49,0.4,0.41,0.59,0.53
knowledge.csv,0.51,0.44,0.43,0.36,0.4,0.41,0.4,0.37,0.5,0.42
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0
multitude.csv,0.41,0.5,0.42,0.41,0.4,0.44,0.48,0.38,0.45,0.52
playerstage.csv,0.53,0.55,0.54,0.6,0.53,0.7,0.75,0.77,0.53,0.91
quarkplusplus.csv,0.67,0.7,0.64,0.71,0.52,0.67,0.8,0.43,0.7,0.81
rtrt-on-gpu.csv,0.86,0.77,0.68,0.56,0.63,0.57,0.91,0.85,0.88,0.91
superwaba.csv,0.48,0.54,0.44,0.46,0.38,0.46,0.46,0.37,0.56,0.49
