,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.83,0.6,0.64,0.69,1.0,0.04,0.0,1.0,0.83,0.8
fritzing.csv,0.72,0.71,1.0,0.61,0.94,0.02,0.0,0.73,0.62,0.6
jlinalg.csv,1.0,0.46,0.55,0.47,0.96,0.01,0.1,0.33,0.46,0.58
knowledge.csv,0.78,0.31,0.48,0.42,1.0,0.01,0.16,0.34,0.43,0.54
massiv.csv,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.94,0.54,0.65,0.49,0.98,0.01,0.19,0.41,0.6,1.0
playerstage.csv,0.93,0.5,0.69,0.98,0.97,0.01,0.5,0.46,0.67,0.59
quarkplusplus.csv,0.75,0.5,0.66,0.66,0.96,0.01,0.2,0.34,1.0,0.53
rtrt-on-gpu.csv,1.0,0.41,0.47,0.36,0.89,0.01,0.91,0.31,0.25,0.5
superwaba.csv,0.86,1.0,0.64,0.57,0.98,0.01,0.08,0.34,0.59,0.67
