,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.32,0.34,0.52,0.3,0.35,0.07,0.0,0.97,0.33,0.21
fritzing.csv,0.6,0.54,0.98,0.4,0.64,0.04,0.0,0.63,0.43,0.28
jlinalg.csv,0.99,0.45,0.66,0.61,0.91,0.02,0.17,0.49,0.57,0.64
knowledge.csv,0.87,0.44,0.63,0.59,1.0,0.02,0.28,0.51,0.59,0.7
massiv.csv,0.0,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0
multitude.csv,0.73,0.56,0.66,0.58,0.82,0.02,0.27,0.54,0.55,0.98
playerstage.csv,0.43,0.55,0.59,0.98,0.63,0.02,0.29,0.36,0.51,0.3
quarkplusplus.csv,0.49,0.48,0.54,0.49,0.55,0.03,0.13,0.49,0.98,0.38
rtrt-on-gpu.csv,0.25,0.38,0.49,0.4,0.42,0.02,0.95,0.24,0.12,0.33
superwaba.csv,0.51,0.98,0.65,0.6,0.82,0.02,0.12,0.45,0.63,0.62
