,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,knowledge.csv,massiv.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,quarkplusplus.csv,multitude.csv
amateur-scrolls.csv,0.14,0.09,0.23,0.06,0.0,0.15,0.02,0.0,0.03,0.03
fritzing.csv,0.71,0.1,0.0,0.13,0.4,0.18,0.0,0.09,0.16,0.14
jlinalg.csv,0.0,0.28,0.64,0.67,0.4,0.69,0.94,0.89,0.66,0.56
knowledge.csv,1.0,0.99,0.97,0.96,0.0,0.91,0.96,0.85,0.97,0.93
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multitude.csv,0.14,0.27,0.34,0.53,0.2,0.45,0.46,0.5,0.25,0.0
playerstage.csv,0.07,0.33,0.22,0.01,0.2,0.28,0.04,0.15,0.16,0.15
quarkplusplus.csv,0.43,0.25,0.22,0.14,0.2,0.39,0.08,0.76,0.0,0.29
rtrt-on-gpu.csv,0.0,0.28,0.52,0.55,0.4,0.38,0.02,0.2,0.19,0.27
superwaba.csv,0.21,0.0,0.35,0.33,0.2,0.56,0.75,0.54,0.34,0.31
