,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.4,0.82,0.41,0.22,0.48,0.36,0.54,0.22,0.14
ctrlr.csv,0.22,0.24,0.27,0.62,0.36,0.2,0.26,0.33,0.43
empserver.csv,0.97,0.24,0.81,0.58,0.79,0.52,0.5,0.33,0.07
ffigo.csv,0.45,0.0,0.07,0.37,0.52,0.32,0.61,0.11,0.14
gmerlin.csv,0.74,0.73,0.54,0.94,0.36,0.02,0.8,0.0,0.93
skia.csv,0.29,0.55,0.24,0.33,0.21,0.34,0.2,0.11,0.0
wikipediardware.csv,0.95,0.94,0.64,0.66,0.77,0.68,0.78,0.78,0.29
zemljanka.csv,0.98,0.91,0.68,0.92,0.67,0.8,0.72,0.11,0.57
