,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.88,0.41,0.27,0.76,0.55,0.63,0.63,0.66,0.55
ctrlr.csv,0.0,0.4,0.71,0.42,0.22,0.3,0.05,0.25,0.37
empserver.csv,0.0,0.64,0.41,0.43,0.55,0.68,0.61,0.24,0.37
ffigo.csv,0.86,0.0,0.23,0.12,0.45,0.73,0.52,0.11,0.04
gmerlin.csv,0.64,0.57,0.31,0.24,0.68,0.01,0.53,0.0,0.27
skia.csv,0.92,0.49,0.12,0.54,0.38,0.46,0.68,0.52,0.1
wikipediardware.csv,0.21,0.23,0.41,0.61,0.57,0.54,0.53,0.52,0.75
zemljanka.csv,0.09,0.3,0.52,0.3,0.53,0.46,0.61,0.83,0.69
