,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.01,0.52,0.2,0.52,0.44,0.69,0.5,0.77,0.64
ctrlr.csv,0.0,0.46,0.58,0.19,0.19,0.38,0.06,0.35,0.46
empserver.csv,0.0,0.67,0.3,0.19,0.51,0.74,0.49,0.35,0.47
ffigo.csv,0.01,0.0,0.28,0.06,0.35,0.78,0.41,0.17,0.05
gmerlin.csv,0.01,0.64,0.2,0.28,0.56,0.03,0.52,0.0,0.85
skia.csv,0.01,0.5,0.11,0.32,0.39,0.53,0.64,0.63,0.15
wikipediardware.csv,0.0,0.63,0.26,0.3,0.52,0.64,0.49,0.86,0.82
zemljanka.csv,0.0,0.58,0.35,0.3,0.42,0.63,0.53,0.9,0.81
