,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.6,0.94,0.74,0.95,0.85,0.6,0.72,0.62,0.6,0.42,1.0,0.77,0.61,0.88,0.56,1.0,0.95,0.2
fbmanager.csv,0.0,0.0,0.68,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.11,0.0,1.0
fido.csv,0.0,0.09,0.0,0.33,0.0,0.02,0.0,0.0,0.0,0.01,1.0,0.0,0.0,0.06,0.0,0.2,0.19,0.0
fityk.csv,0.66,0.84,0.82,0.77,0.77,0.34,0.5,0.62,0.2,0.31,0.0,0.7,0.68,0.55,0.85,0.22,0.57,0.8
fleet-simulator.csv,0.96,0.88,0.91,0.94,0.92,0.98,0.86,1.0,0.8,0.4,1.0,0.83,0.93,1.0,1.0,0.96,0.8,0.8
google-caja.csv,0.68,0.75,0.68,0.78,0.96,0.57,0.92,0.68,1.0,0.99,1.0,0.87,0.82,0.97,0.97,0.67,0.9,1.0
hibernate.csv,0.5,0.47,0.5,0.55,0.85,0.52,0.64,0.29,1.0,0.95,1.0,0.64,0.61,0.73,0.68,0.37,0.52,0.8
itext.csv,0.56,0.91,0.85,1.0,0.88,0.57,0.75,0.74,1.0,0.96,1.0,0.87,0.66,0.67,0.79,0.63,0.7,1.0
k3b.csv,0.62,0.59,0.94,0.71,0.65,0.66,0.97,0.74,0.8,0.99,0.5,0.75,0.77,0.45,0.85,0.5,0.71,0.8
megameknet.csv,0.74,0.84,0.91,0.92,0.71,0.72,0.75,0.76,0.4,0.93,0.0,0.65,0.75,0.67,0.88,0.72,0.58,0.8
myfaces.csv,0.49,0.38,0.47,0.38,0.73,0.45,0.36,0.29,1.0,0.76,0.75,0.52,0.48,0.67,0.41,0.69,0.52,0.6
ninject.csv,0.43,0.47,0.29,0.45,0.23,0.21,0.44,0.5,0.6,0.73,0.5,0.26,0.39,0.12,0.15,0.2,0.2,1.0
ondex.csv,0.34,0.25,0.21,0.14,0.69,0.34,0.25,0.15,0.4,0.1,0.25,0.38,0.41,0.52,0.68,0.26,0.34,0.4
paintown.csv,0.72,0.72,0.94,0.92,0.94,0.59,0.89,0.56,1.0,0.9,1.0,1.0,0.75,0.94,0.74,0.83,0.86,1.0
poormans.csv,0.09,0.47,0.03,0.31,0.58,0.24,0.17,0.53,0.4,0.25,0.0,0.33,0.14,0.3,0.74,0.04,0.24,0.2
powerfolder.csv,0.44,0.19,0.59,0.15,0.56,0.52,0.31,0.15,1.0,0.4,0.5,0.61,0.41,0.24,0.38,0.37,0.43,0.2
smartgwt.csv,0.56,0.56,0.79,0.96,0.62,0.59,0.69,0.18,1.0,0.75,1.0,0.64,0.59,0.64,0.68,0.06,0.44,1.0
triplea.csv,0.6,0.69,0.65,0.87,0.96,0.76,0.89,0.71,1.0,0.62,1.0,0.71,0.77,0.85,0.94,0.96,0.66,0.4
