,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.72,0.64,0.69,0.75,0.22,0.83,0.81,0.7,0.02,0.28,0.04,0.27,0.75,0.21,0.31,0.98,0.28,0.11
fbmanager.csv,0.0,0.0,0.82,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.0,0.0,0.09
fido.csv,0.0,1.0,0.0,0.76,0.0,0.5,0.0,0.0,0.0,1.0,0.24,0.0,0.0,0.18,0.0,1.0,0.35,0.0
fityk.csv,0.51,0.64,0.57,0.8,0.17,0.91,0.62,0.68,0.03,0.1,0.0,0.24,0.81,0.19,0.22,1.0,0.38,0.1
fleet-simulator.csv,0.49,0.6,0.5,0.77,0.19,0.7,0.67,0.54,0.04,0.6,0.04,0.25,0.68,0.17,0.28,1.0,0.31,0.09
google-caja.csv,0.68,0.6,0.64,0.9,0.14,0.82,0.67,0.77,0.05,0.3,0.04,0.29,0.69,0.17,0.33,1.0,0.33,0.1
hibernate.csv,0.68,0.65,0.74,0.86,0.14,0.73,0.7,0.91,0.05,0.25,0.1,0.39,0.71,0.19,0.35,1.0,0.43,0.09
itext.csv,0.75,0.59,0.63,0.74,0.14,0.75,0.66,0.81,0.05,0.31,0.06,0.29,0.78,0.14,0.46,0.97,0.38,0.09
k3b.csv,0.64,0.61,0.54,0.72,0.11,0.83,0.67,0.74,0.05,0.24,0.03,0.25,0.67,0.13,0.19,0.77,0.31,0.08
megameknet.csv,0.51,0.66,0.6,0.73,0.13,0.76,0.64,0.59,0.02,0.23,0.0,0.4,0.73,0.17,0.21,0.85,0.3,0.09
myfaces.csv,0.77,0.75,0.84,0.94,0.41,0.84,0.72,0.91,0.06,0.43,0.08,0.61,0.75,0.22,0.54,1.0,0.44,0.11
ninject.csv,0.56,0.68,0.83,0.66,0.11,0.8,0.64,0.77,0.04,0.42,0.07,0.4,0.74,0.14,0.25,0.58,0.33,0.42
ondex.csv,0.64,0.8,0.78,1.0,0.18,0.83,0.6,0.71,0.02,0.41,0.02,0.6,0.82,0.27,0.32,1.0,0.38,0.14
paintown.csv,0.75,0.68,0.57,0.73,0.14,0.76,0.71,0.56,0.04,0.22,0.04,0.23,0.73,0.17,0.19,0.85,0.28,0.08
poormans.csv,0.46,0.68,0.33,0.92,0.28,0.78,0.86,0.82,0.13,0.85,0.0,0.7,0.6,0.17,0.52,1.0,0.54,0.5
powerfolder.csv,0.75,0.75,0.62,1.0,0.2,0.83,0.79,0.71,0.29,0.36,0.05,0.22,0.72,0.3,0.35,0.95,0.42,0.04
smartgwt.csv,0.7,0.72,0.63,0.74,0.21,0.79,0.6,0.38,0.19,0.47,0.05,0.21,0.72,0.17,0.29,0.3,0.4,0.09
triplea.csv,0.62,0.79,0.65,0.77,0.14,0.79,0.7,0.71,0.05,0.4,0.04,0.26,0.76,0.2,0.23,1.0,0.3,0.06
