,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.25,0.21,0.07,0.15,0.04,0.18,0.22,0.0,0.32,0.06,0.09,0.04,0.12,0.21,0.29,0.13,0.19,0.17
arsenal-1.csv,0.5,0.42,0.3,1.0,0.16,0.39,0.13,0.35,0.1,0.08,0.0,0.08,0.12,0.36,0.07,0.09,0.07,0.18
atomsite.csv,0.75,0.42,0.74,0.95,0.79,0.85,0.35,0.71,0.71,0.51,0.57,0.84,0.25,0.64,0.9,0.51,0.35,0.34
barracudamvc.csv,0.67,1.0,1.0,0.3,0.71,0.79,1.0,0.97,1.0,0.98,1.0,0.95,1.0,0.71,0.93,1.0,0.94,0.99
emisview.csv,0.33,0.0,0.07,0.15,0.21,0.18,0.2,0.1,0.35,0.26,0.09,0.28,0.0,0.21,0.54,0.29,0.28,0.21
findbugs.csv,1.0,0.74,0.56,0.75,0.99,0.85,0.33,0.35,0.48,0.34,0.74,0.49,0.0,0.36,0.71,0.31,0.93,0.87
jitterbit.csv,1.0,0.63,0.22,0.9,0.44,0.61,0.5,1.0,0.55,0.42,0.3,0.22,0.25,0.57,0.8,0.62,0.71,1.0
lite.csv,0.58,0.74,0.15,0.8,0.01,0.55,0.22,0.55,0.1,0.19,0.22,0.12,0.38,0.93,0.27,0.58,0.33,0.38
megasquirtavr.csv,0.58,1.0,0.89,0.55,0.11,0.97,0.39,0.84,0.45,0.66,0.78,0.22,0.0,0.71,0.49,0.47,0.7,0.15
ontopia.csv,0.25,0.68,0.19,0.25,0.01,0.76,0.72,0.13,0.61,0.47,0.7,0.22,0.88,0.21,0.78,0.56,0.13,0.51
openintents.csv,0.75,0.32,1.0,0.4,0.0,0.36,0.78,0.71,0.84,1.0,0.3,0.63,1.0,0.5,0.61,0.82,0.26,0.97
rectracker.csv,0.83,0.89,0.19,0.85,0.81,0.91,0.98,0.29,0.97,0.62,1.0,0.99,0.62,1.0,0.66,0.8,1.0,0.49
stajistics.csv,0.75,1.0,1.0,0.85,0.01,0.61,0.96,1.0,0.74,0.98,0.39,0.66,1.0,0.79,0.54,0.93,0.35,1.0
trackit.csv,0.58,0.26,0.0,0.3,0.79,0.39,0.59,0.74,0.77,0.45,0.43,0.47,0.5,0.07,0.85,0.29,0.23,0.04
wxlua.csv,0.25,0.89,0.26,0.35,0.75,0.45,0.93,0.26,0.42,0.34,0.57,0.41,0.5,0.43,0.1,0.2,0.3,0.6
x4x.csv,0.58,0.74,0.07,0.6,0.51,0.85,0.61,0.29,0.87,0.42,0.78,0.63,0.25,1.0,0.78,0.58,0.57,0.77
xharbour.csv,0.92,0.05,0.59,1.0,0.56,0.7,0.37,1.0,0.42,0.55,0.43,0.49,0.5,0.5,0.46,0.64,0.59,0.84
