,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.52,0.0,0.18,0.65,0.23,0.54,0.0,1.0,0.7,0.04,0.66,0.51,0.57,0.33
crisscross.csv,0.16,0.1,0.95,0.36,0.0,0.17,0.0,0.2,0.48,0.77,0.37,0.27,0.16,0.17
gisgraphy.csv,0.2,0.36,0.19,0.51,0.0,0.1,0.0,0.33,0.33,0.69,0.03,0.36,0.06,0.95
glelite.csv,0.53,0.39,0.3,0.92,0.16,0.68,0.03,0.88,0.83,0.97,1.0,0.61,0.78,0.48
gnome-jabber.csv,0.46,0.51,0.25,0.83,0.14,0.68,0.0,0.79,0.69,0.98,0.77,0.54,0.69,0.33
ivataopenportal.csv,0.45,0.39,0.11,0.73,0.22,0.97,0.0,0.72,0.68,0.58,0.79,0.57,0.39,0.5
mb-unit.csv,0.51,0.35,0.33,0.99,0.23,0.69,0.0,0.88,0.73,0.51,0.86,0.58,0.48,0.24
mvdsv.csv,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.0
nova.csv,0.55,0.96,0.52,0.81,0.0,0.6,0.0,0.64,0.73,0.72,0.52,0.6,0.43,0.39
olex2.csv,0.45,0.29,0.31,0.52,0.24,0.39,0.0,0.62,0.56,0.25,0.55,0.98,0.26,0.41
openwbem.csv,0.95,0.36,0.27,0.77,0.17,0.56,0.0,0.64,0.67,0.88,0.51,0.6,0.67,0.54
tencompetence.csv,0.36,0.11,0.17,0.62,0.0,0.64,0.08,0.66,0.54,0.06,0.73,0.2,0.99,0.13
xcmetadataservicestoolkit.csv,0.49,0.37,0.33,0.61,0.17,0.55,0.05,0.58,0.96,0.97,0.87,0.49,0.53,0.18
