,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.45,0.0,0.83,0.58,0.3,0.5,0.42,0.44,0.38,0.5,0.49,0.55,0.48,0.42
crisscross.csv,0.99,0.86,0.89,0.77,0.76,0.95,0.7,0.94,0.61,0.78,0.88,0.95,0.96,0.93
gisgraphy.csv,0.98,0.49,0.74,0.64,0.86,0.96,0.89,0.9,0.86,0.89,0.67,0.78,0.98,0.8
glelite.csv,0.49,0.42,0.45,0.42,0.38,0.43,0.35,0.39,0.33,0.52,0.49,0.35,0.46,0.31
gnome-jabber.csv,0.55,0.47,0.54,0.49,0.37,0.46,0.49,0.46,0.52,0.52,0.61,0.45,0.52,0.39
ivataopenportal.csv,0.61,0.44,0.69,0.54,0.37,0.57,0.55,0.53,0.42,0.36,0.53,0.4,0.56,0.42
mb-unit.csv,0.51,0.75,0.53,0.45,0.32,0.41,0.36,0.39,0.35,0.41,0.49,0.42,0.46,0.41
mvdsv.csv,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nova.csv,0.45,0.67,0.45,0.45,0.41,0.41,0.4,0.41,0.33,0.35,0.54,0.36,0.61,0.3
olex2.csv,0.57,0.75,0.63,0.61,0.43,0.69,0.42,0.49,0.46,0.85,0.69,0.51,0.63,0.35
openwbem.csv,0.64,0.45,0.76,0.55,0.61,0.61,0.62,0.53,0.5,0.63,0.61,0.56,0.62,0.39
tencompetence.csv,0.73,0.8,0.96,0.76,0.93,0.47,0.7,0.64,0.61,0.67,0.73,0.91,0.63,0.79
xcmetadataservicestoolkit.csv,0.61,0.53,0.56,0.57,0.4,0.5,0.43,0.61,0.41,0.52,0.58,0.49,0.58,0.42
