,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.45,0.0,0.17,0.9,0.13,0.63,0.0,1.0,0.76,1.0,1.0,0.66,0.74,0.26
crisscross.csv,0.33,0.14,1.0,0.9,0.0,0.55,0.0,0.81,0.78,0.94,1.0,0.52,0.57,0.21
gisgraphy.csv,0.54,0.23,0.13,0.79,0.0,0.3,0.0,0.8,0.64,0.94,0.67,0.4,0.12,1.0
glelite.csv,0.36,0.25,0.17,0.85,0.09,0.51,0.02,0.78,0.72,0.95,1.0,0.45,0.64,0.31
gnome-jabber.csv,0.33,0.35,0.15,0.85,0.08,0.53,0.0,0.77,0.85,0.98,0.98,0.46,0.62,0.25
ivataopenportal.csv,0.4,0.25,0.08,0.89,0.12,0.97,0.0,0.82,0.76,0.97,0.99,0.47,0.49,0.39
mb-unit.csv,0.36,0.75,0.22,0.99,0.13,0.54,0.0,0.81,0.72,0.94,0.98,0.6,0.6,0.18
mvdsv.csv,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
nova.csv,0.43,1.0,0.39,0.87,0.0,0.57,0.0,0.78,0.74,0.96,0.98,0.52,0.68,0.28
olex2.csv,0.46,0.38,0.27,0.91,0.14,0.63,0.0,0.83,0.75,1.0,0.97,0.97,0.45,0.3
openwbem.csv,0.98,0.23,0.19,0.86,0.1,0.49,0.0,0.76,0.75,0.95,1.0,0.53,0.64,0.39
tencompetence.csv,0.29,0.2,0.16,0.86,0.0,0.5,0.04,0.76,0.74,1.0,0.97,0.64,0.99,0.12
xcmetadataservicestoolkit.csv,0.42,0.27,0.21,0.91,0.1,0.54,0.02,0.84,1.0,0.95,0.98,0.48,0.69,0.15
