,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.6,0.0,0.22,0.54,0.75,0.5,0.0,0.99,0.6,0.02,0.55,0.47,0.5,0.44
crisscross.csv,0.12,0.1,0.92,0.27,0.0,0.12,0.0,0.13,0.39,0.45,0.27,0.21,0.12,0.17
gisgraphy.csv,0.15,0.54,0.39,0.38,0.0,0.07,0.0,0.25,0.25,0.5,0.01,0.36,0.05,0.93
glelite.csv,0.05,0.33,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,0.0
gnome-jabber.csv,0.45,0.79,0.48,0.48,0.5,0.38,0.0,0.43,0.6,0.88,0.53,0.56,0.44,0.45
ivataopenportal.csv,0.53,0.5,0.22,0.6,0.7,0.97,0.0,0.6,0.58,0.45,0.66,0.58,0.34,0.64
mb-unit.csv,0.47,0.27,0.6,0.98,0.73,0.49,0.0,0.52,0.54,0.38,0.6,0.59,0.42,0.33
mvdsv.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0
nova.csv,0.67,0.93,0.79,0.6,0.0,0.6,0.0,0.52,0.58,0.58,0.39,0.64,0.35,0.45
olex2.csv,0.48,0.27,0.42,0.4,0.66,0.32,0.0,0.52,0.47,0.17,0.37,0.98,0.21,0.54
openwbem.csv,0.92,0.27,0.52,0.55,0.59,0.52,0.0,0.5,0.57,0.51,0.39,0.63,0.53,0.69
tencompetence.csv,0.45,0.1,0.22,0.49,0.0,0.29,0.89,0.52,0.45,0.04,0.0,0.15,0.99,0.16
xcmetadataservicestoolkit.csv,0.58,0.59,0.64,0.5,0.6,0.55,0.69,0.48,0.93,0.0,0.0,0.51,0.46,0.25
